video_id,gloss,handshape,ext_finger,palm_ori,location,movement,contact,two_handed
40119,orange,hamfist,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
40121,orange,hamfist,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
66246,orange,hamfist,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
40129,orange,hamfist,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
40130,orange,hamfist,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
56557,table,hamflathand,hamextfingerl,hampalmd,hamchest,none,hamtouch,hamsymmlr
56579,table,hamflathand,hamextfingerl,hampalmd,hamchest,none,hamtouch,hamsymmlr
56558,table,hamflathand,hamextfingerl,hampalmd,hamchest,none,hamtouch,hamsymmlr
56556,table,hamflathand,hamextfingerl,hampalmd,hamchest,none,hamtouch,hamsymmlr
56563,table,hamflathand,hamextfingerl,hampalmd,hamchest,none,hamtouch,hamsymmlr
57628,thanksgiving,hamflathand,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
57647,thanksgiving,hamflathand,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
57629,thanksgiving,hamflathand,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
57630,thanksgiving,hamflathand,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
57631,thanksgiving,hamflathand,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
57632,thanksgiving,hamflathand,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
57633,thanksgiving,hamflathand,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
57634,thanksgiving,hamflathand,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
57635,thanksgiving,hamflathand,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
57638,thanksgiving,hamflathand,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
57639,thanksgiving,hamflathand,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
57640,thanksgiving,hamflathand,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
57641,thanksgiving,hamflathand,hamextfingeru,hampalmu,hamchin,none,hamtouch,none
69298,dog,hamfingerstraightmod,hamextfingerd,hampalmu,hamneutralspace,hamnodding,none,none
17097,dog,hamfingerstraightmod,hamextfingerd,hampalmu,hamneutralspace,hamnodding,none,none
17084,dog,hamfingerstraightmod,hamextfingerd,hampalmu,hamneutralspace,hamnodding,none,none
17085,dog,hamfingerstraightmod,hamextfingerd,hampalmu,hamneutralspace,hamnodding,none,none
17086,dog,hamfingerstraightmod,hamextfingerd,hampalmu,hamneutralspace,hamnodding,none,none
17087,dog,hamfingerstraightmod,hamextfingerd,hampalmu,hamneutralspace,hamnodding,none,none
17090,dog,hamfingerstraightmod,hamextfingerd,hampalmu,hamneutralspace,hamnodding,none,none
17091,dog,hamfingerstraightmod,hamextfingerd,hampalmu,hamneutralspace,hamnodding,none,none
65506,dog,hamfingerstraightmod,hamextfingerd,hampalmu,hamneutralspace,hamnodding,none,none
65507,dog,hamfingerstraightmod,hamextfingerd,hampalmu,hamneutralspace,hamnodding,none,none
17083,dog,hamfingerstraightmod,hamextfingerd,hampalmu,hamneutralspace,hamnodding,none,none
69213,apple,hamfingerstraightmod,hamextfingeru,hampalml,hamcheek,hamtwisting,hamtouch,none
03005,apple,hamfingerstraightmod,hamextfingeru,hampalml,hamcheek,hamtwisting,hamtouch,none
03008,apple,hamfingerstraightmod,hamextfingeru,hampalml,hamcheek,hamtwisting,hamtouch,none
65085,apple,hamfingerstraightmod,hamextfingeru,hampalml,hamcheek,hamtwisting,hamtouch,none
65086,apple,hamfingerstraightmod,hamextfingeru,hampalml,hamcheek,hamtwisting,hamtouch,none
65084,apple,hamfingerstraightmod,hamextfingeru,hampalml,hamcheek,hamtwisting,hamtouch,none
02999,apple,hamfingerstraightmod,hamextfingeru,hampalml,hamcheek,hamtwisting,hamtouch,none
03000,apple,hamfingerstraightmod,hamextfingeru,hampalml,hamcheek,hamtwisting,hamtouch,none
03001,apple,hamfingerstraightmod,hamextfingeru,hampalml,hamcheek,hamtwisting,hamtouch,none
03002,apple,hamfingerstraightmod,hamextfingeru,hampalml,hamcheek,hamtwisting,hamtouch,none
03003,apple,hamfingerstraightmod,hamextfingeru,hampalml,hamcheek,hamtwisting,hamtouch,none
69233,bird,hampinch12,hamextfingeru,hampalml,hamlips,hamnodding,hamtouch,none
06333,bird,hampinch12,hamextfingeru,hampalml,hamlips,hamnodding,hamtouch,none
06334,bird,hampinch12,hamextfingeru,hampalml,hamlips,hamnodding,hamtouch,none
06335,bird,hampinch12,hamextfingeru,hampalml,hamlips,hamnodding,hamtouch,none
06337,bird,hampinch12,hamextfingeru,hampalml,hamlips,hamnodding,hamtouch,none
65187,bird,hampinch12,hamextfingeru,hampalml,hamlips,hamnodding,hamtouch,none
06330,bird,hampinch12,hamextfingeru,hampalml,hamlips,hamnodding,hamtouch,none
06343,bird,hampinch12,hamextfingeru,hampalml,hamlips,hamnodding,hamtouch,none
06331,bird,hampinch12,hamextfingeru,hampalml,hamlips,hamnodding,hamtouch,none
06332,bird,hampinch12,hamextfingeru,hampalml,hamlips,hamnodding,hamtouch,none
62505,water,hamfinger2345,hamextfingeru,hampalml,hamchin,none,hamtouch,none
62506,water,hamfinger2345,hamextfingeru,hampalml,hamchin,none,hamtouch,none
66752,water,hamfinger2345,hamextfingeru,hampalml,hamchin,none,hamtouch,none
62499,water,hamfinger2345,hamextfingeru,hampalml,hamchin,none,hamtouch,none
62510,water,hamfinger2345,hamextfingeru,hampalml,hamchin,none,hamtouch,none
62500,water,hamfinger2345,hamextfingeru,hampalml,hamchin,none,hamtouch,none
62501,water,hamfinger2345,hamextfingeru,hampalml,hamchin,none,hamtouch,none
62502,water,hamfinger2345,hamextfingeru,hampalml,hamchin,none,hamtouch,none
62503,water,hamfinger2345,hamextfingeru,hampalml,hamchin,none,hamtouch,none
69261,cat,hampinch12open,hamextfingeru,hampalml,hamcheek,hammover,hamtouch,hamsymmlr
09528,cat,hampinch12open,hamextfingeru,hampalml,hamcheek,hammover,hamtouch,hamsymmlr
09532,cat,hampinch12open,hamextfingeru,hampalml,hamcheek,hammover,hamtouch,hamsymmlr
09533,cat,hampinch12open,hamextfingeru,hampalml,hamcheek,hammover,hamtouch,hamsymmlr
65312,cat,hampinch12open,hamextfingeru,hampalml,hamcheek,hammover,hamtouch,hamsymmlr
65313,cat,hampinch12open,hamextfingeru,hampalml,hamcheek,hammover,hamtouch,hamsymmlr
09525,cat,hampinch12open,hamextfingeru,hampalml,hamcheek,hammover,hamtouch,hamsymmlr
09538,cat,hampinch12open,hamextfingeru,hampalml,hamcheek,hammover,hamtouch,hamsymmlr
09526,cat,hampinch12open,hamextfingeru,hampalml,hamcheek,hammover,hamtouch,hamsymmlr
26530,happy,hamflathand,hamextfingeru,hampalml,hamchest,hammoveu,hamtouch,hamsymmlr
26531,happy,hamflathand,hamextfingeru,hampalml,hamchest,hammoveu,hamtouch,hamsymmlr
26532,happy,hamflathand,hamextfingeru,hampalml,hamchest,hammoveu,hamtouch,hamsymmlr
26524,happy,hamflathand,hamextfingeru,hampalml,hamchest,hammoveu,hamtouch,hamsymmlr
26537,happy,hamflathand,hamextfingeru,hampalml,hamchest,hammoveu,hamtouch,hamsymmlr
26525,happy,hamflathand,hamextfingeru,hampalml,hamchest,hammoveu,hamtouch,hamsymmlr
26526,happy,hamflathand,hamextfingeru,hampalml,hamchest,hammoveu,hamtouch,hamsymmlr
26527,happy,hamflathand,hamextfingeru,hampalml,hamchest,hammoveu,hamtouch,hamsymmlr
69369,house,hamflathand,hamextfingeru,hampalml,hamheadtop,hammoved,hamtouch,hamsymmlr
28159,house,hamflathand,hamextfingeru,hampalml,hamheadtop,hammoved,hamtouch,hamsymmlr
28169,house,hamflathand,hamextfingeru,hampalml,hamheadtop,hammoved,hamtouch,hamsymmlr
28160,house,hamflathand,hamextfingeru,hampalml,hamheadtop,hammoved,hamtouch,hamsymmlr
28161,house,hamflathand,hamextfingeru,hampalml,hamheadtop,hammoved,hamtouch,hamsymmlr
28162,house,hamflathand,hamextfingeru,hampalml,hamheadtop,hammoved,hamtouch,hamsymmlr
28164,house,hamflathand,hamextfingeru,hampalml,hamheadtop,hammoved,hamtouch,hamsymmlr
69318,father,hamflathand,hamextfingeru,hampalml,hamforehead,none,hamtouch,none
21221,father,hamflathand,hamextfingeru,hampalml,hamforehead,none,hamtouch,none
21205,father,hamflathand,hamextfingeru,hampalml,hamforehead,none,hamtouch,none
21207,father,hamflathand,hamextfingeru,hampalml,hamforehead,none,hamtouch,none
21209,father,hamflathand,hamextfingeru,hampalml,hamforehead,none,hamtouch,none
21212,father,hamflathand,hamextfingeru,hampalml,hamforehead,none,hamtouch,none
21204,father,hamflathand,hamextfingeru,hampalml,hamforehead,none,hamtouch,none
69258,car,hamfist,hamextfingeru,hampalmd,hamchest,hamnodding,none,hamsymmlr
09234,car,hamfist,hamextfingeru,hampalmd,hamchest,hamnodding,none,hamsymmlr
09237,car,hamfist,hamextfingeru,hampalmd,hamchest,hamnodding,none,hamsymmlr
09238,car,hamfist,hamextfingeru,hampalmd,hamchest,hamnodding,none,hamsymmlr
09244,car,hamfist,hamextfingeru,hampalmd,hamchest,hamnodding,none,hamsymmlr
09249,car,hamfist,hamextfingeru,hampalmd,hamchest,hamnodding,none,hamsymmlr
09235,car,hamfist,hamextfingeru,hampalmd,hamchest,hamnodding,none,hamsymmlr
34123,love,hamfist,hamextfingeru,hampalml,hamchest,none,hamtouch,hamsymmlr
34124,love,hamfist,hamextfingeru,hampalml,hamchest,none,hamtouch,hamsymmlr
34127,love,hamfist,hamextfingeru,hampalml,hamchest,none,hamtouch,hamsymmlr
34128,love,hamfist,hamextfingeru,hampalml,hamchest,none,hamtouch,hamsymmlr
34129,love,hamfist,hamextfingeru,hampalml,hamchest,none,hamtouch,hamsymmlr
34121,love,hamfist,hamextfingeru,hampalml,hamchest,none,hamtouch,hamsymmlr
34137,love,hamfist,hamextfingeru,hampalml,hamchest,none,hamtouch,hamsymmlr
